id_venda,id_cliente,id_produto,quantidade,data_venda
227,22,11,5,2023-02-10
228,8,12,1,2023-07-08
229,27,5,5,2024-04-14
230,5,16,4,2024-06-06
231,7,10,3,2023-03-26
232,47,5,1,2024-01-05
233,21,19,3,2023-09-03
234,8,7,5,2023-07-06
235,13,10,1,2024-02-11
236,21,16,1,2024-02-28
237,2,10,1,2024-03-19
238,34,20,3,2023-09-15
239,41,4,5,2023-09-12
240,42,6,1,2023-09-23
241,14,15,3,2023-03-10
242,32,7,4,2023-11-08
243,23,4,2,2024-01-26
244,18,12,3,2023-09-29
245,32,1,4,2023-05-30
246,10,16,2,2024-03-30
247,19,1,1,2023-04-24
248,29,6,2,2024-01-27
249,22,2,5,2024-01-27
250,32,10,3,2024-08-22
251,20,5,2,2024-01-08
252,18,11,5,2024-03-11
253,19,6,2,2024-05-10
254,50,4,2,2023-05-16
255,23,15,2,2023-12-25
256,20,3,4,2023-07-12
257,7,2,3,2024-08-08
258,5,13,4,2023-04-15
259,24,16,3,2023-12-03
260,27,3,4,2023-06-21
261,29,1,1,2024-07-17
262,47,2,4,2023-12-02
263,32,11,1,2024-02-28
264,37,4,4,2024-07-22
265,39,11,1,2024-07-02
266,29,20,5,2023-11-28
267,39,10,2,2024-01-18
268,42,11,1,2024-07-19
269,32,16,2,2023-01-17
270,16,11,3,2023-06-30
271,30,11,4,2023-11-06
272,19,4,1,2024-04-25
273,19,13,3,2023-10-16
274,33,12,3,2023-09-30
275,47,16,5,2023-01-25
276,26,13,5,2024-06-27
277,39,13,2,2024-07-19
278,32,4,1,2024-06-23
279,43,17,1,2023-04-21
280,7,6,4,2023-03-03
281,44,17,5,2023-02-05
282,1,19,5,2023-02-26
283,40,15,5,2023-02-19
284,43,3,3,2023-02-21
285,1,1,2,2023-01-15
286,6,20,2,2023-04-27
287,35,17,1,2024-01-22
288,47,3,2,2024-01-12
289,22,14,2,2023-09-19
290,40,11,4,2023-09-13
291,33,19,1,2024-01-14
292,23,11,3,2023-02-20
293,32,6,3,2023-05-02
294,35,4,2,2024-08-06
295,41,10,2,2024-02-02
296,7,18,4,2023-03-19
297,44,17,5,2023-02-19
298,34,9,1,2023-01-24
299,4,19,4,2023-03-22
300,49,3,5,2023-07-20
301,7,14,2,2023-08-21
302,19,20,3,2024-05-24
303,21,9,5,2023-07-05
304,30,20,4,2023-02-05
305,33,8,3,2023-03-28
306,6,11,1,2024-06-04
307,31,20,4,2023-03-07
308,32,16,1,2024-04-24
309,15,15,4,2023-11-21
310,5,20,2,2024-04-27
311,44,1,2,2023-10-21
312,34,18,1,2024-03-22
313,23,16,5,2023-08-02
314,38,1,4,2023-07-07
315,46,7,5,2023-10-23
316,6,9,2,2024-03-12
317,27,20,2,2023-11-27
318,28,4,5,2023-08-06
319,1,3,3,2024-02-18
320,39,16,3,2023-03-15
321,22,2,3,2023-04-18
322,6,9,2,2023-12-11
323,32,2,5,2023-04-23
324,47,7,3,2024-01-17
325,45,9,5,2023-09-14
326,23,6,3,2024-01-13
327,16,15,3,2023-10-07
328,26,19,3,2023-02-25
329,37,20,3,2023-07-28
330,11,14,3,2024-03-06
331,19,13,4,2024-08-12
332,32,20,1,2024-05-06
333,8,12,4,2024-08-02
334,41,19,4,2024-04-18
335,21,13,4,2024-07-03
336,34,16,3,2024-08-21
337,4,17,2,2023-11-23
338,1,6,3,2023-09-17
339,16,3,2,2023-07-07
340,36,4,2,2023-07-28
341,41,3,5,2024-08-02
342,25,20,2,2023-11-01
343,10,10,4,2024-02-06
344,3,9,5,2024-02-25
345,15,12,4,2023-08-25
346,13,2,2,2024-01-24
347,1,19,4,2023-02-24
348,5,18,5,2023-12-26
349,46,18,5,2024-02-06
350,8,10,1,2024-05-31
351,3,11,4,2024-05-08
352,29,15,1,2024-06-04
353,22,14,5,2023-03-04
354,1,17,3,2024-06-10
355,9,19,4,2023-07-11
356,18,1,4,2023-08-26
357,5,20,3,2023-09-05
358,31,10,4,2023-09-28
359,35,12,4,2024-05-30
360,10,6,4,2024-05-01
361,26,18,5,2024-07-19
362,41,10,2,2023-04-07
363,33,20,1,2023-04-16
364,37,8,1,2024-01-26
365,38,1,2,2023-04-20
366,25,17,3,2024-08-21
367,31,3,4,2023-10-23
368,2,2,5,2023-04-09
369,40,14,2,2024-03-15
370,34,17,3,2023-05-22
371,44,1,5,2023-11-22
372,46,6,2,2024-02-19
373,7,10,5,2024-01-12
374,33,14,5,2023-12-30
375,15,1,3,2024-02-25
376,1,8,1,2023-04-26
377,34,20,4,2023-04-30
378,30,1,4,2024-02-24
379,43,6,5,2024-05-02
380,37,2,2,2023-07-14
381,20,20,3,2023-11-13
382,45,14,2,2023-06-08
383,44,4,2,2024-07-27
384,8,13,1,2024-01-02
385,14,7,2,2024-02-29
386,47,20,2,2023-10-22
387,24,8,1,2023-01-18
388,5,11,5,2024-05-04
389,25,20,4,2024-02-14
390,19,20,5,2024-07-06
391,22,13,5,2024-05-29
392,15,13,4,2023-09-16
393,24,16,5,2023-01-17
394,36,18,3,2023-03-06
395,35,20,3,2023-07-23
396,31,19,2,2024-05-19
397,29,17,2,2023-10-15
398,2,10,4,2023-05-29
399,17,20,2,2023-08-04
400,10,7,4,2024-04-23
401,44,18,2,2023-10-21
402,9,14,5,2023-04-20
403,2,20,3,2023-04-14
404,41,16,2,2024-02-24
405,2,7,1,2024-04-01
406,14,1,1,2023-09-12
407,44,2,3,2023-10-21
408,22,15,4,2024-08-03
409,9,7,2,2024-06-29
410,14,8,2,2023-03-26
411,15,15,1,2023-01-25
412,10,1,4,2023-02-28
413,9,19,5,2023-05-18
414,10,18,2,2024-08-01
415,26,12,1,2024-08-17
416,26,17,1,2023-04-08
417,39,7,2,2024-02-05
418,4,18,4,2023-03-26
419,10,10,5,2023-03-31
420,11,5,2,2023-09-26
421,12,2,4,2024-07-22
422,35,5,1,2023-02-21
423,25,16,3,2023-04-15
424,17,12,2,2024-08-19
425,8,12,1,2023-09-23
426,21,1,4,2024-01-10
427,11,8,1,2024-05-17
428,25,7,5,2023-08-12
429,20,5,4,2023-05-19
430,41,10,1,2023-08-05
431,11,8,3,2023-06-26
432,10,19,2,2024-04-01
433,15,19,3,2023-11-14
434,24,14,4,2023-12-16
435,17,4,2,2023-06-17
436,46,14,1,2024-04-14
437,30,16,2,2024-02-12
438,5,15,3,2024-03-23
439,40,9,5,2024-01-05
440,44,17,2,2023-02-14
441,45,12,5,2023-01-27
442,37,13,1,2024-04-13
443,13,16,3,2024-01-23
444,33,20,3,2023-06-08
445,34,16,4,2023-01-20
446,18,19,1,2023-07-01
447,13,14,4,2023-12-24
448,43,5,4,2023-10-12
449,3,12,2,2024-07-24
450,21,17,4,2024-04-09
451,48,11,5,2023-04-08
452,40,11,5,2024-07-03
453,40,7,4,2023-06-10
454,19,4,5,2024-03-02
455,11,20,4,2024-07-05
456,8,15,4,2024-05-26
457,50,9,2,2023-04-26
458,50,4,2,2023-09-11
459,41,4,4,2023-12-18
460,50,14,4,2023-08-11
461,47,7,2,2024-03-27
462,41,8,3,2024-03-30
463,33,4,2,2023-11-29
464,34,17,2,2023-08-31
465,43,15,1,2023-06-09
466,50,2,1,2024-04-16
467,42,16,3,2024-01-04
468,49,14,1,2024-07-18
469,20,14,4,2023-04-09
470,42,15,3,2023-11-06
471,47,9,1,2023-12-19
472,5,11,2,2024-08-02
473,12,6,5,2023-09-01
474,4,16,5,2024-05-03
475,22,14,2,2024-03-19
476,6,19,5,2023-12-24
477,24,7,2,2023-06-09
478,48,6,4,2023-04-11
479,38,13,1,2023-12-17
480,26,20,1,2023-02-22
481,10,19,1,2023-07-02
482,16,3,4,2024-06-05
483,17,6,4,2023-10-31
484,6,13,1,2023-10-05
485,26,5,5,2023-11-23
486,50,3,2,2024-06-15
487,26,10,1,2023-01-06
488,12,19,4,2023-04-15
489,26,20,3,2023-02-25
490,7,13,4,2023-08-12
491,24,14,5,2023-02-03
492,13,12,3,2023-08-23
493,50,3,3,2024-03-09
494,43,17,5,2023-09-27
495,45,10,5,2024-08-06
496,17,17,5,2024-06-24
497,10,1,1,2023-06-01
498,21,5,4,2023-01-13
499,30,16,4,2023-06-22
500,10,13,3,2024-02-19
501,30,17,4,2023-11-01
502,43,16,2,2023-04-26
503,29,16,1,2023-09-13
504,28,16,2,2024-06-22
505,31,1,3,2023-06-15
506,38,19,5,2024-08-13
507,37,11,1,2024-02-28
508,3,19,3,2024-08-05
509,3,20,2,2023-04-09
510,45,16,4,2024-03-25
511,35,2,5,2023-01-13
512,21,6,5,2023-12-17
513,29,10,5,2024-06-14
514,7,5,4,2024-03-11
515,19,15,4,2023-10-19
516,22,3,1,2024-04-10
517,39,5,1,2024-05-05
518,25,9,4,2024-08-17
519,8,13,1,2023-08-28
520,50,16,3,2023-06-16
521,14,13,3,2023-10-28
522,9,10,5,2023-08-10
523,5,1,4,2024-03-29
524,33,13,4,2023-12-30
525,42,20,5,2023-05-07
526,31,19,3,2024-05-24
527,23,7,5,2023-09-23
528,25,2,5,2023-10-10
529,23,10,4,2024-06-23
530,21,13,4,2023-06-26
531,10,5,5,2024-06-22
532,29,6,2,2024-02-21
533,44,11,3,2023-09-18
534,29,5,5,2023-12-11
535,48,16,3,2024-01-25
536,16,19,3,2024-07-21
537,39,2,2,2023-07-30
538,45,2,2,2023-10-26
539,39,3,1,2024-08-07
540,46,3,5,2023-01-27
541,28,17,1,2023-11-09
542,18,15,2,2024-06-27
543,43,9,2,2023-07-13
544,31,6,1,2023-07-01
545,31,7,3,2023-03-25
546,11,12,4,2023-10-21
547,41,6,3,2024-03-23
548,39,5,5,2024-04-18
549,28,11,5,2024-06-16
550,30,16,1,2024-03-14
551,27,9,1,2023-12-06
552,27,1,5,2024-06-19
553,22,16,4,2024-03-28
554,37,15,3,2023-02-28
555,2,12,5,2023-10-29
556,21,1,5,2023-09-11
557,23,11,1,2024-03-09
558,3,17,4,2023-05-14
559,46,18,2,2024-02-15
560,14,14,3,2023-06-25
561,43,2,1,2023-02-24
562,2,10,1,2024-04-07
563,14,13,4,2024-07-22
564,38,10,4,2024-05-07
565,35,1,5,2024-03-23
566,32,14,2,2024-02-27
567,38,17,4,2023-07-27
568,26,16,4,2023-11-10
569,34,4,2,2023-10-07
570,14,4,5,2023-12-03
571,46,19,4,2023-08-18
572,33,19,1,2023-03-07
573,33,15,5,2023-03-12
574,44,7,2,2023-06-05
575,24,3,4,2023-12-20
576,34,4,2,2023-03-19
577,11,14,3,2023-05-13
578,21,3,5,2023-05-19
579,41,6,3,2024-05-14
580,20,10,4,2024-01-23
581,24,8,3,2023-08-02
582,32,7,1,2023-11-28
583,6,20,2,2023-10-04
584,6,5,4,2024-03-17
585,45,3,2,2023-03-19
586,15,18,5,2023-08-26
587,5,19,2,2024-01-22
588,33,13,3,2023-12-01
589,16,14,5,2024-04-09
590,4,16,5,2024-03-03
591,8,13,2,2024-05-30
592,43,14,1,2023-03-03
593,7,16,5,2023-12-29
594,2,16,3,2023-10-06
595,2,2,4,2024-03-01
596,21,19,2,2024-05-03
597,41,15,1,2024-06-06
598,49,13,4,2023-12-02
599,32,16,5,2024-06-23
600,11,6,2,2023-01-24
601,45,9,3,2024-05-03
602,21,7,1,2023-12-19
603,20,9,5,2023-06-07
604,28,8,2,2023-08-04
605,28,2,4,2023-12-03
606,34,13,3,2023-07-24
607,7,17,4,2023-02-13
608,38,8,4,2023-01-20
609,4,2,2,2023-04-30
610,30,15,3,2024-01-19
611,1,16,4,2024-06-18
612,37,9,3,2024-06-25
613,8,20,5,2024-06-10
614,13,3,3,2023-04-24
615,34,13,3,2023-07-09
616,5,18,3,2024-07-27
617,2,19,1,2023-05-22
618,42,9,5,2023-04-13
619,39,16,3,2023-05-15
620,14,9,5,2023-04-20
621,31,4,3,2023-03-08
622,8,10,1,2023-04-13
623,42,13,3,2024-01-24
624,46,8,2,2024-06-21
625,13,10,2,2023-07-19
626,36,15,3,2024-05-21
627,43,15,1,2023-04-15
628,45,15,1,2023-11-25
629,22,14,2,2023-06-02
630,37,4,4,2023-05-14
631,31,18,2,2023-12-30
632,26,11,1,2023-09-15
633,40,3,4,2024-05-17
634,28,10,3,2024-03-11
635,22,15,2,2023-07-02
636,5,12,1,2024-01-26
637,15,10,1,2024-07-12
638,42,16,3,2023-10-02
639,8,13,5,2024-04-26
640,36,1,3,2024-06-18
641,5,19,2,2023-11-26
642,43,19,5,2023-10-23
643,48,8,4,2023-10-01
644,21,5,2,2024-03-01
645,36,20,1,2024-06-05
646,11,6,5,2024-03-27
647,22,16,2,2024-05-01
648,41,8,2,2023-04-02
649,12,4,5,2023-04-26
650,42,1,4,2023-12-07
651,7,7,1,2023-10-20
652,33,1,4,2024-07-26
653,23,19,4,2023-11-11
654,20,19,5,2023-10-13
655,37,1,4,2023-12-13
656,3,13,2,2023-11-23
657,46,2,4,2023-07-09
658,17,20,4,2024-06-27
659,45,2,1,2023-02-12
660,39,9,4,2023-05-10
661,6,8,3,2024-04-18
662,5,10,5,2024-04-21
663,34,8,4,2023-06-20
664,3,20,2,2023-01-17
665,14,3,1,2024-03-04
666,16,3,4,2024-03-08
667,9,4,5,2023-05-26
668,11,12,2,2023-04-29
669,36,9,2,2023-02-19
670,42,16,1,2023-01-25
671,46,16,3,2024-05-13
672,6,19,3,2024-03-04
673,45,17,3,2023-09-10
674,36,20,1,2024-01-31
675,30,4,4,2023-11-29
676,24,13,4,2023-06-24
677,49,2,4,2024-08-11
678,25,17,2,2023-06-17
679,39,16,2,2023-03-01
680,9,5,2,2024-04-18
681,33,11,1,2023-06-18
682,31,6,4,2024-07-07
683,10,17,2,2024-03-14
684,32,3,3,2024-06-24
685,48,15,4,2023-03-29
686,41,11,1,2023-09-21
687,24,13,2,2023-10-14
688,20,9,2,2023-03-09
689,32,20,1,2024-02-05
690,19,7,3,2023-12-05
691,23,13,4,2024-04-30
692,49,13,2,2023-11-05
693,28,19,5,2024-05-10
694,28,4,2,2023-09-06
695,12,12,2,2023-07-16
696,12,10,4,2024-06-01
697,31,12,5,2023-01-13
698,15,13,4,2024-01-15
699,16,5,4,2023-08-02
700,36,8,3,2024-03-07
701,6,6,3,2023-05-08
702,44,17,3,2024-04-10
703,49,20,2,2024-01-27
704,27,16,3,2023-06-21
705,7,8,5,2024-08-22
706,27,1,2,2023-07-28
707,48,20,2,2024-02-28
708,6,17,3,2024-08-08
709,27,6,4,2023-03-13
710,35,2,4,2023-10-24
711,34,19,1,2024-08-09
712,44,11,1,2024-03-13
713,38,11,2,2023-02-08
714,16,11,2,2024-02-07
715,25,20,2,2023-02-17
716,46,3,4,2024-08-06
717,49,3,5,2024-02-05
718,12,3,4,2023-02-11
719,32,12,4,2024-04-08
720,48,17,2,2023-06-13
721,42,11,1,2024-05-15
722,29,4,5,2023-04-22
723,42,3,3,2023-02-12
724,1,4,5,2023-03-18
725,49,16,4,2023-02-17
726,43,16,2,2024-01-24
727,10,5,5,2023-07-15
728,39,2,4,2024-01-23
729,13,16,4,2023-06-26
730,12,7,5,2023-10-12
731,2,1,2,2023-07-02
732,5,2,3,2023-12-10
733,45,16,5,2024-04-25
734,4,12,3,2023-09-15
735,23,13,4,2024-03-13
736,48,17,1,2024-03-17
737,43,19,3,2023-04-08
738,26,16,2,2023-12-08
739,21,10,2,2023-05-30
740,29,11,5,2023-08-25
741,4,20,5,2023-01-11
742,2,6,5,2024-05-22
743,27,4,1,2024-08-06
744,22,8,4,2024-06-05
745,47,16,5,2024-08-05
746,50,15,2,2024-04-05
747,6,19,2,2024-01-06
748,8,16,4,2023-12-31
749,4,14,4,2024-05-04
750,10,2,3,2023-04-14
751,44,2,5,2023-10-21
752,23,10,1,2024-02-18
753,44,16,3,2024-08-07
754,1,10,5,2024-08-04
755,23,19,5,2023-03-09
756,48,14,2,2023-12-05
757,45,16,5,2023-02-06
758,44,2,2,2024-07-03
759,35,12,2,2024-08-07
760,47,3,5,2024-01-07
761,12,1,1,2024-04-07
762,9,20,5,2023-05-06
763,44,11,1,2023-05-01
764,4,8,2,2024-02-01
765,31,14,3,2024-07-31
766,43,11,4,2023-06-29
767,49,4,4,2024-03-10
768,31,10,5,2023-10-15
769,36,1,2,2024-03-08
770,48,11,5,2023-03-31
771,19,14,2,2023-03-23
772,31,7,4,2023-02-01
773,47,7,1,2024-06-17
774,16,9,4,2024-08-10
775,30,10,4,2024-02-12
776,13,9,2,2023-12-08
777,7,14,4,2024-02-22
778,35,5,4,2024-06-26
779,43,3,4,2023-02-04
780,47,4,5,2023-08-27
781,10,9,3,2024-06-10
782,28,7,2,2024-01-05
783,46,16,4,2023-03-04
784,13,13,5,2023-07-03
785,28,5,2,2023-01-01
786,31,20,5,2023-07-29
787,41,2,2,2024-01-03
788,38,10,4,2024-05-01
789,6,19,2,2024-08-11
790,23,9,4,2024-01-07
791,15,15,2,2024-04-21
792,41,4,4,2023-02-23
793,44,10,2,2023-03-13
794,16,7,2,2024-01-11
795,12,10,3,2024-07-22
796,16,1,2,2024-07-15
797,2,14,3,2024-05-17
798,2,10,2,2024-03-11
799,10,11,3,2023-08-07
800,10,13,5,2023-03-05
801,47,7,3,2024-02-18
802,13,8,2,2023-12-26
803,16,11,2,2023-07-06
804,1,3,1,2023-03-16
805,39,1,3,2023-08-03
806,30,15,2,2024-01-01
807,28,11,4,2024-05-22
808,8,12,3,2023-09-04
809,20,3,1,2024-03-07
810,1,7,4,2023-11-06
811,43,6,5,2023-01-20
812,19,1,4,2024-05-22
813,30,4,5,2023-11-22
814,6,13,1,2023-06-21
815,30,16,4,2024-04-28
816,45,18,3,2024-04-19
817,38,14,1,2024-06-10
818,19,9,2,2023-07-21
819,14,6,4,2024-07-17
820,1,19,4,2023-12-14
821,4,13,2,2023-05-26
822,27,7,1,2023-10-04
823,29,8,3,2024-04-21
824,31,15,1,2024-06-30
825,41,7,5,2024-07-19
826,7,9,2,2024-03-14
827,41,14,5,2023-12-20
828,34,17,1,2023-02-10
829,5,5,2,2023-04-23
830,49,15,2,2023-11-14
831,6,14,3,2024-04-07
832,19,20,1,2023-12-05
833,11,6,1,2023-04-10
834,29,11,2,2023-02-21
835,13,16,4,2024-04-06
836,15,13,4,2024-01-31
837,19,9,3,2023-11-27
838,1,12,5,2024-03-05
839,26,9,3,2023-02-24
840,43,1,5,2024-05-13
841,36,1,2,2023-09-08
842,32,12,3,2023-06-19
843,21,16,1,2023-06-13
844,25,15,5,2023-08-25
845,6,5,5,2024-03-30
846,18,13,1,2024-04-06
847,1,7,5,2023-07-06
848,9,19,3,2023-04-12
849,31,6,3,2024-02-09
850,43,1,5,2024-07-31
851,16,9,2,2023-06-10
852,7,2,3,2024-08-04
853,19,9,1,2023-06-04
854,40,8,1,2023-03-02
855,14,8,5,2023-06-05
856,17,17,3,2023-05-31
857,7,8,1,2023-05-04
858,37,6,5,2024-06-28
859,8,15,2,2023-08-24
860,25,10,3,2023-03-18
861,39,20,2,2023-01-28
862,32,5,3,2023-05-18
863,9,8,4,2023-02-23
864,29,2,5,2023-06-04
865,24,1,5,2023-07-28
866,46,5,3,2024-01-08
867,22,16,1,2023-12-22
868,2,3,5,2023-05-31
869,14,3,3,2023-10-18
870,16,18,5,2024-07-26
871,16,17,3,2023-12-16
872,28,5,3,2023-10-12
873,33,4,4,2023-08-18
874,7,17,3,2023-05-27
875,39,20,3,2024-07-30
876,30,9,3,2024-02-04
877,7,14,3,2023-10-19
878,30,18,5,2024-06-06
879,37,6,4,2024-04-26
880,39,5,4,2023-04-29
881,9,4,2,2023-04-26
882,36,9,5,2023-10-27
883,35,12,5,2024-03-26
884,17,15,1,2023-01-07
885,17,13,2,2024-01-04
886,1,2,3,2023-04-08
887,11,20,3,2023-04-03
888,18,9,4,2023-10-28
889,15,14,4,2024-07-17
890,50,3,5,2024-01-23
891,46,10,4,2023-10-26
892,27,14,3,2023-03-20
893,14,8,1,2024-05-12
894,30,15,5,2023-11-07
895,24,7,2,2023-03-11
896,41,4,2,2024-04-13
897,4,19,5,2024-02-23
898,37,15,3,2024-02-19
899,31,7,1,2023-08-01
900,13,14,5,2023-05-22
901,1,14,4,2023-01-17
902,19,8,2,2024-08-05
903,42,11,3,2023-03-06
904,50,7,1,2023-11-17
905,34,9,2,2024-05-06
906,50,5,4,2024-05-06
907,8,12,4,2023-05-30
908,15,11,1,2023-03-22
909,18,4,1,2024-04-26
910,13,19,5,2023-04-21
911,36,2,4,2023-04-16
912,26,10,1,2023-02-12
913,31,11,4,2024-07-05
914,11,11,5,2024-03-22
915,38,4,1,2024-04-04
916,16,3,4,2024-07-31
917,3,20,1,2024-07-03
918,45,8,4,2023-10-13
919,23,17,4,2024-01-13
920,37,1,5,2024-04-11
921,9,13,3,2024-02-19
922,21,15,5,2023-10-05
923,44,18,1,2024-05-08
924,15,13,3,2023-11-07
925,7,4,3,2023-11-22
926,10,12,5,2023-05-31
927,18,17,3,2023-12-08
928,28,15,2,2023-10-21
929,20,3,3,2024-02-21
